generative_type,model,rank,danish,norwegian,swedish,parameters,vocabulary_size,context,commercial,merge,angry_tweets,dansk,scala_da,scandiqa_da,norec,norne_nb,norne_nn,scala_nb,scala_nn,norquad,swerec,suc3,scala_sv,scandiqa_sv,angry_tweets_version,dansk_version,scala_da_version,scandiqa_da_version,norec_version,norne_nb_version,norne_nn_version,scala_nb_version,scala_nn_version,norquad_version,swerec_version,suc3_version,scala_sv_version,scandiqa_sv_version
🧠,<a href='https://huggingface.co/NbAiLab/nb-gpt-j-6B'>NbAiLab/nb-gpt-j-6B (few-shot)</a>,-@@100,-@@100,-@@100,-@@100,6055077088.0,50400.0,2048.0,✓,✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
🔍,<a href='https://huggingface.co/susnato/ernie-m-large_pytorch'>susnato/ernie-m-large_pytorch</a>,-@@100,-@@100,-@@100,-@@100,559892483.0,250002.0,512.0,✓,✗,49.98 ± 2.12 / 66.34 ± 1.87@@49.97821945946641,-@@-1,61.12 ± 10.96 / 79.05 ± 6.05@@61.119480025445064,-@@-1,56.39 ± 4.13 / 67.52 ± 5.58@@56.392244609778984,92.14 ± 1.01 / 89.66 ± 1.34@@92.13571108758657,85.44 ± 0.82 / 81.83 ± 1.00@@85.44451766407862,64.55 ± 6.95 / 80.82 ± 3.71@@64.54830840285223,50.98 ± 10.47 / 73.00 ± 8.92@@50.977975175451974,-@@-1,76.84 ± 1.56 / 76.00 ± 1.94@@76.84474240056105,79.59 ± 1.75 / 73.84 ± 2.30@@79.58590383537954,71.19 ± 1.31 / 84.70 ± 1.02@@71.18993399383358,-@@-1,<9.2.0@@0,-@@0,<9.2.0@@0,-@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,-@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,-@@0
🔍,<a href='https://huggingface.co/NbAiLab/nb-bert-large'>NbAiLab/nb-bert-large</a>,-@@100,2.41@@2.41,1.90@@1.90,-@@100,354046985.0,50000.0,512.0,✓,✗,39.90 ± 6.51 / 59.21 ± 5.16@@39.9014170395796,64.64 ± 1.27 / 60.66 ± 1.33@@64.63941641599611,26.06 ± 10.64 / 61.87 ± 5.63@@26.064546385977554,51.41 ± 0.75 / 45.47 ± 0.85@@51.40749767333911,53.90 ± 5.36 / 66.22 ± 6.18@@53.90322471675346,82.38 ± 0.68 / 81.80 ± 0.76@@82.38264810123897,81.06 ± 0.95 / 80.40 ± 1.01@@81.06497382824422,55.39 ± 16.76 / 76.88 ± 8.53@@55.39030587220275,34.77 ± 17.70 / 66.42 ± 9.11@@34.765287294277115,62.24 ± 1.54 / 45.23 ± 1.71@@62.24376192101299,-@@-1,78.39 ± 0.90 / 72.77 ± 1.11@@78.39405443679154,74.75 ± 0.75 / 87.18 ± 0.41@@74.75002318638747,52.49 ± 0.78 / 47.23 ± 0.93@@52.49240246185174,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300,-@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
🔍,<a href='https://huggingface.co/susnato/ernie-m-base_pytorch'>susnato/ernie-m-base_pytorch</a>,-@@100,-@@100,-@@100,-@@100,278045187.0,250002.0,512.0,✓,✗,46.19 ± 0.95 / 64.19 ± 0.82@@46.19193506069404,-@@-1,58.29 ± 3.08 / 77.89 ± 1.96@@58.291320660218084,-@@-1,50.50 ± 1.66 / 63.36 ± 2.82@@50.49687933220517,88.41 ± 0.81 / 85.70 ± 1.12@@88.40523366639201,82.40 ± 1.75 / 78.83 ± 1.93@@82.40387048390608,62.55 ± 1.93 / 79.90 ± 1.43@@62.549743513300214,39.42 ± 3.60 / 69.27 ± 2.00@@39.41845171880058,-@@-1,74.07 ± 1.41 / 69.19 ± 3.93@@74.06567720952941,74.12 ± 2.11 / 67.98 ± 1.51@@74.12014559704576,64.86 ± 1.02 / 82.04 ± 0.62@@64.86397021635122,-@@-1,<9.2.0@@0,-@@0,<9.2.0@@0,-@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,-@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,-@@0
🔍,<a href='https://huggingface.co/studio-ousia/mluke-large'>studio-ousia/mluke-large</a>,-@@100,-@@100,-@@100,-@@100,867886338.0,250004.0,512.0,✓,✗,-@@-1,-@@-1,-@@-1,-@@-1,50.77 ± 5.34 / 61.22 ± 6.78@@50.76687198836929,-@@-1,-@@-1,52.38 ± 4.67 / 74.36 ± 2.80@@52.37878374545255,27.13 ± 10.33 / 58.37 ± 8.44@@27.127877332796977,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,12.10.0@@121000,-@@0,-@@0,12.10.0@@121000,12.10.0@@121000,-@@0,-@@0,-@@0,-@@0,-@@0
🔍,<a href='https://huggingface.co/thenlper/gte-large'>thenlper/gte-large</a>,-@@100,-@@100,-@@100,-@@100,335144963.0,30522.0,512.0,✓,✗,28.22 ± 2.92 / 48.64 ± 4.09@@28.215543324313252,-@@-1,1.41 ± 2.05 / 46.26 ± 3.31@@1.4134715347578108,-@@-1,18.82 ± 4.62 / 35.98 ± 3.95@@18.818406916189552,60.48 ± 1.46 / 60.85 ± 1.45@@60.47656056852935,57.90 ± 1.16 / 58.13 ± 1.09@@57.90478835250218,0.98 ± 1.23 / 47.66 ± 2.35@@0.9753104311076007,0.32 ± 0.80 / 46.12 ± 3.38@@0.31736109160723214,-@@-1,56.50 ± 2.85 / 53.06 ± 1.20@@56.501786329639025,45.74 ± 2.08 / 44.03 ± 1.91@@45.7438118909187,3.57 ± 1.65 / 46.15 ± 3.18@@3.5685187048539744,-@@-1,<9.2.0@@0,-@@0,<9.2.0@@0,-@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,-@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,-@@0
🔍,<a href='https://huggingface.co/studio-ousia/mluke-base'>studio-ousia/mluke-base</a>,-@@100,-@@100,-@@100,-@@100,585840642.0,250004.0,512.0,✓,✗,-@@-1,-@@-1,-@@-1,-@@-1,42.82 ± 2.29 / 54.42 ± 4.38@@42.819703962011566,-@@-1,-@@-1,46.99 ± 2.30 / 72.50 ± 1.35@@46.992538330447644,24.12 ± 5.08 / 60.28 ± 2.97@@24.118522028935104,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,<9.2.0@@0,-@@0,-@@0,<9.2.0@@0,<9.2.0@@0,-@@0,-@@0,-@@0,-@@0,-@@0
📝,<a href='https://huggingface.co/stabilityai/stablelm-zephyr-3b'>stabilityai/stablelm-zephyr-3b (few-shot)</a>,-@@100,-@@100,-@@100,-@@100,2795443200.0,50304.0,2048.0,✗,✗,1.22 ± 3.01 / 22.90 ± 1.74@@1.2219998957439946,-@@-1,-@@-1,-@@-1,-5.50 ± 3.38 / 12.83 ± 2.10@@-5.49787151049573,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-14.54 ± 2.08 / 19.81 ± 0.91@@-14.536615027316813,-@@-1,-@@-1,-@@-1,9.3.2@@90302,-@@0,-@@0,-@@0,9.3.2@@90302,-@@0,-@@0,-@@0,-@@0,-@@0,9.3.2@@90302,-@@0,-@@0,-@@0
🧠,<a href='https://huggingface.co/stabilityai/stablelm-3b-4e1t'>stabilityai/stablelm-3b-4e1t (few-shot)</a>,-@@100,-@@100,-@@100,-@@100,2795443200.0,50304.0,2048.0,✓,✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,2.06 ± 1.75 / 20.21 ± 0.68@@2.0648032494625093,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,9.3.2@@90302,-@@0,-@@0,-@@0
🧠,<a href='https://huggingface.co/NLPnorth/snakmodel-7b-base'>NLPnorth/snakmodel-7b-base (few-shot)</a>,-@@100,3.38@@3.38,-@@100,-@@100,6738415616.0,32000.0,4096.0,✓,✗,44.71 ± 1.49 / 54.12 ± 2.35@@44.71290086482648,23.74 ± 3.07 / 16.59 ± 1.61@@23.73673476099519,21.24 ± 2.55 / 57.23 ± 2.64@@21.244402830709134,19.32 ± 0.59 / 0.00 ± 0.00@@19.315667169812304,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,13.1.0@@130100,13.2.0@@130200,13.1.0@@130100,13.1.0@@130100,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
🧠,<a href='https://huggingface.co/NovaSky-AI/Sky-T1-32B-Preview'>NovaSky-AI/Sky-T1-32B-Preview (few-shot)</a>,-@@100,-@@100,-@@100,-@@100,32763876352.0,152064.0,32768.0,✓,✗,55.64 ± 1.39 / 70.56 ± 1.00@@55.64434681718065,-@@-1,-@@-1,-@@-1,61.07 ± 1.10 / 73.59 ± 0.77@@61.073101973005464,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,79.57 ± 0.91 / 78.98 ± 0.96@@79.57455278287597,-@@-1,-@@-1,-@@-1,15.4.2.dev0@@150402,-@@0,-@@0,-@@0,15.4.2.dev0@@150402,-@@0,-@@0,-@@0,-@@0,-@@0,15.4.2.dev0@@150402,-@@0,-@@0,-@@0
🔍,<a href='https://huggingface.co/MoritzLaurer/mDeBERTa-v3-base-xnli-multilingual-nli-2mil7'>MoritzLaurer/mDeBERTa-v3-base-xnli-multilingual-nli-2mil7</a>,-@@100,-@@100,-@@100,-@@100,278811651.0,251000.0,512.0,✓,✗,37.70 ± 2.33 / 57.76 ± 1.94@@37.69774007024568,-@@-1,51.68 ± 5.63 / 74.01 ± 3.51@@51.67911619933893,-@@-1,40.30 ± 1.63 / 57.15 ± 1.82@@40.29919259209532,90.42 ± 0.98 / 90.46 ± 0.96@@90.4240466188489,84.35 ± 1.85 / 85.94 ± 1.30@@84.35094207136274,49.52 ± 4.76 / 71.89 ± 2.96@@49.5167591858851,32.29 ± 9.64 / 64.60 ± 5.06@@32.28668909721805,-@@-1,71.57 ± 1.09 / 70.18 ± 1.47@@71.5714108535732,77.52 ± 1.56 / 76.23 ± 0.91@@77.52339333371853,48.13 ± 9.69 / 73.12 ± 4.96@@48.12919724680867,-@@-1,<9.2.0@@0,-@@0,<9.2.0@@0,-@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,-@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,-@@0
🧠,<a href='https://huggingface.co/timpal0l/BeagleCatMunin2'>timpal0l/BeagleCatMunin2 (few-shot)</a>,-@@100,-@@100,-@@100,-@@100,7241732096.0,32000.0,4096.0,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
🧠,<a href='https://huggingface.co/KennethTM/gpt2-small-danish'>KennethTM/gpt2-small-danish</a>,-@@100,-@@100,-@@100,-@@100,39422208.0,50257.0,1024.0,✓,✗,3.38 ± 2.04 / 24.41 ± 3.27@@3.3848148029363028,-@@-1,-@@-1,-@@-1,0.46 ± 2.17 / 18.50 ± 1.55@@0.455250194873467,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,8.58 ± 6.58 / 26.19 ± 3.84@@8.578262177465175,-@@-1,-@@-1,-@@-1,<9.2.0@@0,-@@0,-@@0,-@@0,<9.2.0@@0,-@@0,-@@0,-@@0,-@@0,-@@0,<9.2.0@@0,-@@0,-@@0,-@@0
🧠,<a href='https://huggingface.co/timpal0l/BeagleCatMunin'>timpal0l/BeagleCatMunin (few-shot)</a>,-@@100,-@@100,-@@100,-@@100,7241732096.0,32000.0,4096.0,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
📝,<a href='https://huggingface.co/NLPnorth/snakmodel-7b-instruct'>NLPnorth/snakmodel-7b-instruct (few-shot)</a>,-@@100,2.51@@2.51,-@@100,-@@100,6738415616.0,32000.0,4096.0,✗,✗,50.46 ± 1.30 / 64.72 ± 2.20@@50.45603013539074,35.82 ± 4.16 / 29.62 ± 3.38@@35.81622206723108,18.60 ± 3.80 / 52.87 ± 6.20@@18.599775127174535,64.68 ± 0.58 / 58.57 ± 0.74@@64.67615886435472,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,13.2.0@@130200,13.2.0@@130200,13.2.0@@130200,13.2.0@@130200,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
🧠,<a href='https://huggingface.co/merge-crew/da-sv-dare-ties-density-0.9'>merge-crew/da-sv-dare-ties-density-0.9 (few-shot)</a>,-@@100,-@@100,-@@100,-@@100,7241732096.0,32000.0,4096.0,✓,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
🧠,<a href='https://huggingface.co/01-ai/Yi-34B'>01-ai/Yi-34B (few-shot)</a>,-@@100,-@@100,-@@100,-@@100,34388917248.0,64000.0,4096.0,✓,✗,54.82 ± 1.13 / 69.70 ± 0.91@@54.81964278854716,-@@-1,-@@-1,-@@-1,58.73 ± 1.00 / 71.82 ± 0.88@@58.72580878242919,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,78.42 ± 1.99 / 76.62 ± 1.97@@78.41738471875871,-@@-1,-@@-1,-@@-1,12.10.0@@121000,-@@0,-@@0,-@@0,12.10.0@@121000,-@@0,-@@0,-@@0,-@@0,-@@0,12.10.0@@121000,-@@0,-@@0,-@@0
🔍,<a href='https://huggingface.co/TurkuNLP/bert-base-finnish-cased-v1'>TurkuNLP/bert-base-finnish-cased-v1</a>,-@@100,-@@100,-@@100,-@@100,124524291.0,50105.0,512.0,✓,✗,27.71 ± 1.03 / 50.39 ± 0.86@@27.71056147333558,-@@-1,3.07 ± 2.03 / 47.90 ± 2.80@@3.067859946298361,-@@-1,19.30 ± 2.52 / 37.75 ± 2.45@@19.299161300616774,72.21 ± 1.47 / 69.29 ± 1.52@@72.21055920880964,63.35 ± 1.96 / 59.21 ± 1.85@@63.34502374528972,1.11 ± 2.51 / 44.42 ± 2.61@@1.1086491462257422,2.67 ± 1.70 / 44.34 ± 4.55@@2.6662715506107166,-@@-1,57.64 ± 2.01 / 55.06 ± 2.50@@57.641953025872525,63.05 ± 1.21 / 58.37 ± 1.26@@63.04747326253821,2.89 ± 1.97 / 45.55 ± 3.92@@2.8883557844741876,-@@-1,<9.2.0@@0,-@@0,<9.2.0@@0,-@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,-@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,-@@0
🔍,<a href='https://huggingface.co/BAAI/bge-large-en'>BAAI/bge-large-en</a>,-@@100,-@@100,-@@100,-@@100,335144963.0,30522.0,512.0,✓,✗,28.73 ± 2.73 / 48.91 ± 3.71@@28.731762557790137,-@@-1,3.81 ± 1.98 / 46.36 ± 3.00@@3.814761855116924,-@@-1,22.17 ± 2.38 / 40.55 ± 2.37@@22.174780852522446,60.83 ± 1.42 / 60.70 ± 1.14@@60.83333718457589,56.28 ± 1.80 / 56.19 ± 1.53@@56.28392682903866,2.10 ± 2.57 / 43.68 ± 3.91@@2.0993773734338896,0.57 ± 1.18 / 46.46 ± 3.23@@0.5696490852713659,-@@-1,60.08 ± 0.84 / 57.18 ± 2.82@@60.076148703753084,45.73 ± 2.74 / 44.29 ± 2.53@@45.73058361080711,3.03 ± 1.67 / 45.20 ± 4.30@@3.0334538318270035,-@@-1,<9.2.0@@0,-@@0,<9.2.0@@0,-@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,-@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,-@@0
🔍,<a href='https://huggingface.co/google/canine-c'>google/canine-c</a>,-@@100,-@@100,-@@100,-@@100,132085251.0,1114112.0,2048.0,✓,✗,18.66 ± 1.91 / 37.05 ± 0.91@@18.658564863462956,26.50 ± 2.01 / 25.53 ± 2.24@@26.50434636617446,0.08 ± 1.65 / 45.09 ± 3.75@@0.08286152031845836,-@@-1,15.32 ± 3.55 / 34.93 ± 2.36@@15.324814397397052,41.67 ± 5.07 / 39.41 ± 4.71@@41.67152973922376,48.24 ± 5.58 / 45.05 ± 5.19@@48.24079247008391,-0.42 ± 2.14 / 47.10 ± 1.49@@-0.42309000596246654,2.01 ± 2.56 / 49.32 ± 2.80@@2.011859080208956,-@@-1,51.75 ± 2.15 / 51.31 ± 1.03@@51.75122536879668,20.76 ± 0.98 / 19.68 ± 0.87@@20.75705379488776,0.27 ± 1.45 / 46.49 ± 1.79@@0.2735452257776774,-@@-1,<9.2.0@@0,12.7.0@@120700,<9.2.0@@0,-@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,-@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,-@@0
🔍,<a href='https://huggingface.co/google/canine-s'>google/canine-s</a>,-@@100,-@@100,-@@100,-@@100,132085251.0,1114112.0,2048.0,✓,✗,17.96 ± 1.62 / 37.45 ± 2.13@@17.95751395443068,-@@-1,1.92 ± 2.20 / 49.39 ± 2.11@@1.915089455116302,-@@-1,17.41 ± 4.84 / 36.76 ± 3.86@@17.412453641697464,49.92 ± 3.04 / 46.44 ± 2.67@@49.91849993489861,52.64 ± 2.42 / 49.14 ± 2.12@@52.644117073652,2.81 ± 1.86 / 47.09 ± 3.66@@2.8080589754348138,0.45 ± 2.57 / 45.96 ± 2.66@@0.45016358716542854,-@@-1,57.06 ± 1.33 / 53.55 ± 1.05@@57.057692954831175,37.24 ± 2.70 / 34.80 ± 2.35@@37.24444862117745,1.30 ± 0.90 / 47.44 ± 3.25@@1.2978506246935024,-@@-1,<9.2.0@@0,-@@0,<9.2.0@@0,-@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,-@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,-@@0
🔍,<a href='https://huggingface.co/BAAI/bge-base-en'>BAAI/bge-base-en</a>,-@@100,-@@100,-@@100,-@@100,109484547.0,30522.0,512.0,✓,✗,29.98 ± 2.75 / 50.27 ± 4.20@@29.98248307269,-@@-1,2.94 ± 1.46 / 47.32 ± 2.64@@2.9438794998343307,-@@-1,20.34 ± 2.81 / 37.92 ± 3.29@@20.339391914270394,50.46 ± 2.18 / 50.86 ± 2.05@@50.46396081666869,46.75 ± 2.53 / 47.15 ± 2.60@@46.751182192126514,2.29 ± 1.44 / 48.73 ± 1.70@@2.29155285917378,0.83 ± 1.51 / 46.34 ± 3.28@@0.8337462892341139,-@@-1,61.34 ± 0.79 / 57.88 ± 1.96@@61.340390298604476,33.99 ± 2.38 / 32.58 ± 2.48@@33.99364833450251,2.97 ± 1.98 / 48.51 ± 2.44@@2.972505249424214,-@@-1,<9.2.0@@0,-@@0,<9.2.0@@0,-@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,-@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,-@@0
📝,<a href='https://huggingface.co/AI-Sweden-Models/tyr'>AI-Sweden-Models/tyr (few-shot)</a>,-@@100,-@@100,-@@100,-@@100,7241732096.0,32000.0,4096.0,✗,✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
📝,<a href='https://huggingface.co/google/gemma-2b-it'>google/gemma-2b-it (few-shot)</a>,-@@100,3.46@@3.46,-@@100,3.03@@3.03,2506172416.0,256000.0,8192.0,✗,✗,26.81 ± 2.00 / 40.63 ± 2.76@@26.81251422709851,24.44 ± 2.59 / 17.37 ± 2.03@@24.43534494842087,2.25 ± 1.28 / 42.33 ± 3.11@@2.250487501649722,49.76 ± 1.22 / 42.12 ± 1.18@@49.76183936547565,-@@-1,39.78 ± 2.67 / 31.15 ± 2.70@@39.775809461764894,43.58 ± 2.49 / 36.60 ± 2.76@@43.57972424818619,2.76 ± 1.35 / 44.34 ± 3.05@@2.7602199901064344,1.45 ± 1.35 / 39.55 ± 3.53@@1.4549670105591181,56.65 ± 0.92 / 32.42 ± 1.72@@56.65091168257536,59.20 ± 3.88 / 56.08 ± 3.19@@59.202993263023615,33.51 ± 2.12 / 23.48 ± 2.69@@33.513451392135025,0.53 ± 1.09 / 39.60 ± 1.99@@0.529131941591419,47.28 ± 1.02 / 39.39 ± 1.04@@47.27728444057643,15.0.0@@150000,12.5.2@@120502,12.1.0@@120100,12.4.0@@120400,-@@0,12.5.2@@120502,12.5.2@@120502,12.1.0@@120100,12.1.0@@120100,12.4.0@@120400,15.0.0@@150000,12.5.2@@120502,12.1.0@@120100,12.4.0@@120400
🧠,<a href='https://huggingface.co/google/gemma-2b'>google/gemma-2b (few-shot)</a>,-@@100,3.21@@3.21,-@@100,2.89@@2.89,2506172416.0,256000.0,8192.0,✓,✗,40.59 ± 1.38 / 48.22 ± 1.79@@40.59372673293654,19.97 ± 3.91 / 16.51 ± 3.20@@19.968641941032356,2.27 ± 2.39 / 38.71 ± 4.03@@2.2696348818064878,56.27 ± 1.09 / 50.55 ± 1.22@@56.272904485238016,-@@-1,15.53 ± 5.69 / 15.49 ± 5.08@@15.533908882688404,19.78 ± 4.54 / 18.86 ± 4.22@@19.78384081657996,1.18 ± 1.00 / 33.34 ± 0.26@@1.182805894838812,0.00 ± 0.00 / 32.79 ± 0.34@@0.0,53.15 ± 4.42 / 33.33 ± 3.73@@53.15475767184093,75.69 ± 0.69 / 64.18 ± 2.19@@75.69198387895545,14.67 ± 4.71 / 14.85 ± 3.77@@14.668446315169895,3.82 ± 1.23 / 44.81 ± 3.55@@3.8166881542486797,57.35 ± 0.82 / 51.73 ± 0.88@@57.348640652722,15.0.0@@150000,12.5.2@@120502,12.1.0@@120100,12.1.0@@120100,-@@0,12.5.2@@120502,12.5.2@@120502,12.1.0@@120100,12.1.0@@120100,12.1.0@@120100,15.0.0@@150000,12.5.2@@120502,12.1.0@@120100,12.1.0@@120100
🔍,<a href='https://huggingface.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,-@@100,-@@100,-@@100,-@@100,212358915.0,128256.0,8192.0,✓,✗,21.68 ± 3.69 / 44.03 ± 4.56@@21.680045472639783,-@@-1,0.37 ± 1.55 / 47.94 ± 1.35@@0.371021678638097,-@@-1,15.38 ± 2.87 / 37.16 ± 2.96@@15.384649485813684,-@@-1,-@@-1,-1.44 ± 2.31 / 47.06 ± 2.23@@-1.4439955175889974,0.05 ± 1.87 / 47.04 ± 2.44@@0.04585603637350888,-@@-1,48.07 ± 1.46 / 50.01 ± 0.71@@48.07138176385751,-@@-1,0.60 ± 1.37 / 48.28 ± 1.69@@0.5951996752992633,-@@-1,15.2.0.dev0@@150200,-@@0,15.2.0.dev0@@150200,-@@0,15.2.0.dev0@@150200,-@@0,-@@0,15.2.0.dev0@@150200,15.2.0.dev0@@150200,-@@0,15.2.0.dev0@@150200,-@@0,15.2.0.dev0@@150200,-@@0
📝,"<a href='https://platform.openai.com/docs/models/gpt-4'>gpt-4-0613 (zero-shot, val)</a>",-@@100,-@@100,-@@100,-@@100,,100256.0,8191.0,✓,✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
📝,<a href='https://huggingface.co/meta-llama/Meta-Llama-3-70B-Instruct'>meta-llama/Meta-Llama-3-70B-Instruct (few-shot)</a>,-@@100,-@@100,-@@100,-@@100,70553706496.0,128256.0,8192.0,✓,✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
📝,"<a href='https://platform.openai.com/docs/models/gpt-4o-mini'>gpt-4o-mini (few-shot, val)</a>",-@@100,-@@100,-@@100,-@@100,,200019.0,128000.0,✓,✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
📝,<a href='https://huggingface.co/ibm-granite/granite-20b-code-instruct'>ibm-granite/granite-20b-code-instruct (few-shot)</a>,-@@100,-@@100,-@@100,-@@100,20066993152.0,49152.0,8192.0,✓,✗,13.19 ± 2.96 / 27.14 ± 3.07@@13.194623686173953,-@@-1,-@@-1,-@@-1,8.09 ± 3.08 / 19.96 ± 3.10@@8.085233122146704,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,40.15 ± 5.77 / 44.28 ± 4.13@@40.15479697734918,-@@-1,-@@-1,-@@-1,15.4.2.dev0@@150402,-@@0,-@@0,-@@0,15.4.2.dev0@@150402,-@@0,-@@0,-@@0,-@@0,-@@0,15.4.2.dev0@@150402,-@@0,-@@0,-@@0
🧠,<a href='https://huggingface.co/ibm-granite/granite-34b-code-base'>ibm-granite/granite-34b-code-base (few-shot)</a>,-@@100,2.64@@2.64,-@@100,-@@100,33715603456.0,49152.0,8223.0,✓,✗,40.22 ± 1.29 / 56.76 ± 2.42@@40.216151431056424,49.13 ± 3.20 / 40.53 ± 3.31@@49.13136858974872,15.08 ± 2.35 / 50.61 ± 4.48@@15.07540497280328,58.88 ± 0.87 / 53.92 ± 1.19@@58.878262467046774,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,12.10.5@@121005,12.10.5@@121005,12.10.5@@121005,12.10.5@@121005,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
